record_id,source_id,source_record_id,observation_type,species,country,geography,site_id,site_name,spatial_block_id,cell_id,longitude,latitude,collection_date,year,month,value,unit,reported_individual_count,life_stage,collecting_method,sampling_effort,taxonomic_basis,molecular_method,pcr_confirmation_status,genbank_accession,presence_absence_status,license,source_url,reporting_note
MMap:KS1:MMap8210,RUEDA_2006_ROK_1998_2004,1007057,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.98722_126.85611,near Panmunjon,b+379_+1268,r183c1227,126.85611111,37.98722222,,1998,7,1,presence,,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1007057; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=near Panmunjon; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol."
MMap:KS2-4:MMap8221,RUEDA_2006_ROK_1998_2004,1007058,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.98722_126.85611,near Panmunjon,b+379_+1268,r183c1227,126.85611111,37.98722222,,1998,7,1,presence,,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1007058; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=near Panmunjon; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol."
MMap:KS015:MMap8187,RUEDA_2006_ROK_1998_2004,1006840,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_36.96861_127.10611,"Anjeong-ri, Pyeongtaek-si, Camp Humphreys",b+369_+1271,r187c1228,127.10611111,36.96861111,,1999,10,1,presence,,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006840; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=Anjeong-ri, Pyeongtaek-si, Camp Humphreys; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol."
"MMap:KS005,006:MMap8173",RUEDA_2006_ROK_1998_2004,1006863,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.54972_126.93000,"Dongducheon-si, Kyungi, Korean Trng. Ctr.",b+375_+1269,r184c1227,126.93,37.54972222,,1999,9,1,presence,,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006863; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=Dongducheon-si, Kyungi, Korean Trng. Ctr.; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol."
MMap:KS012:MMap8179,RUEDA_2006_ROK_1998_2004,1006987,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.90417_127.08917,"Dongducheon-si, Camp Hovey",b+379_+1270,r183c1228,127.08916667,37.90416667,,1999,9,1,presence,,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006987; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=Dongducheon-si, Camp Hovey; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol."
"MMap:KS014(1,3):MMap8184",RUEDA_2006_ROK_1998_2004,1006993,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.90417_127.08917,"Dongducheon-si, Camp Hovey",b+379_+1270,r183c1228,127.08916667,37.90416667,,1999,9,1,presence,,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006993; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=Dongducheon-si, Camp Hovey; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol."
"MMap:KS008,010:MMap8177",RUEDA_2006_ROK_1998_2004,1006986,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.90417_127.08972,"Dongducheon-si, Camp Casey",b+379_+1270,r183c1228,127.08972222,37.90416667,,1999,9,1,presence,,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006986; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=Dongducheon-si, Camp Casey; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol."
MMap:KS013:MMap8182,RUEDA_2006_ROK_1998_2004,1006991,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.90417_127.08972,"Dongducheon-si, Camp Casey",b+379_+1270,r183c1228,127.08972222,37.90416667,,1999,9,1,presence,,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006991; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=Dongducheon-si, Camp Casey; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol."
MMap:KS007:MMap8175,RUEDA_2006_ROK_1998_2004,1007039,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.92639_127.07028,"Gunnae-myeon, Paju-si, Camp Greaves",b+379_+1270,r183c1228,127.07027778,37.92638889,,1999,9,1,presence,,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1007039; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=Gunnae-myeon, Paju-si, Camp Greaves; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol."
MMap:KS002-004:MMap8170,RUEDA_2006_ROK_1998_2004,1007060,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.98722_126.85611,near Panmunjon,b+379_+1268,r183c1227,126.85611111,37.98722222,,1999,9,1,presence,,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1007060; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=near Panmunjon; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol."
MMap:KS10(1-6):MMap8211,RUEDA_2006_ROK_1998_2004,1006855,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.45361_126.73167,"Bangchuk-dong, Gyeyang-gu, Inchon",b+374_+1267,r185c1226,126.73166667,37.45361111,,2001,9,1,presence,,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006855; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=Bangchuk-dong, Gyeyang-gu, Inchon; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol."
"MMap:KS9(1-7,9-12):MMap8236",RUEDA_2006_ROK_1998_2004,1006893,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.75000_126.48333,"Ganghwa, Incheon",b+377_+1264,,126.48333333,37.75,,2001,9,1,presence,,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006893; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=Ganghwa, Incheon; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol. Point did not intersect the supplied 0.25-degree grid."
MMap:KS8(1):MMap8230,RUEDA_2006_ROK_1998_2004,1006901,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.81667_126.71667,"Ogeum-ri, Thanhyun-myeon, Paju-si",b+378_+1267,r183c1226,126.71666667,37.81666667,,2001,7,1,presence,,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006901; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=Ogeum-ri, Thanhyun-myeon, Paju-si; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol."
"MMap:KS8(5,20,27,45,67,77,94,140,143,145):MMap8233",RUEDA_2006_ROK_1998_2004,1006902,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.81667_126.71667,"Ogeum-ri, Thanhyun-myeon, Paju-si",b+378_+1267,r183c1226,126.71666667,37.81666667,,2001,7,1,presence,,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006902; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=Ogeum-ri, Thanhyun-myeon, Paju-si; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol."
"MMap:KS7(5,7,9-14,16,17,19,22-25,28-30,32-40):MMap8228",RUEDA_2006_ROK_1998_2004,1006912,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.85000_126.78333,"Tongilchon, Paju-si, Tongilchon",b+378_+1267,r183c1227,126.78333333,37.85,,2001,6,1,presence,,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006912; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=Tongilchon, Paju-si, Tongilchon; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol."
"MMap:KS5-1,7(1):MMap8224",RUEDA_2006_ROK_1998_2004,1007054,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.97000_126.79972,"Gunnae-myeon, Paju-si, Camp Greaves",b+379_+1267,r183c1227,126.79972222,37.97,,2001,6,1,presence,,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1007054; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=Gunnae-myeon, Paju-si, Camp Greaves; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol."
MMap:KS6:MMap8226,RUEDA_2006_ROK_1998_2004,1007053,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.97000_126.79972,"Gunnae-myeon, Paju-si, Camp Greaves",b+379_+1267,r183c1227,126.79972222,37.97,,2001,6,1,presence,,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1007053; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=Gunnae-myeon, Paju-si, Camp Greaves; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol."
MMap:KS4(1):MMap8222,RUEDA_2006_ROK_1998_2004,1007112,confirmed_occurrence,Anopheles sinensis,South Korea,Gangwon-do,MMAP_38.14167_128.59278,Sokcho-si,b+381_+1285,r182c1234,128.59277778,38.14166667,,2001,6,1,presence,,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1007112; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=Sokcho-si; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol."
MMap:KS02-4(1-5):MMap8194,RUEDA_2006_ROK_1998_2004,1006758,confirmed_occurrence,Anopheles sinensis,South Korea,Jeollabuk-do,MMAP_35.82194_127.14889,Jeonju,b+358_+1271,r191c1228,127.14888889,35.82194444,,2002,7,1,presence,,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006758; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=Jeonju; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol."
MMap:KS02-7(1-6):MMap8199,RUEDA_2006_ROK_1998_2004,1006763,confirmed_occurrence,Anopheles sinensis,South Korea,Jeollabuk-do,MMAP_35.97861_126.79472,Kunsan,b+359_+1267,r191c1227,126.79472222,35.97861111,,2002,8,1,presence,,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006763; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=Kunsan; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol."
"MMap:KS02-6(1,3,5):MMap8196",RUEDA_2006_ROK_1998_2004,1006865,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.66639_127.38639,Cheongpyeong,b+376_+1273,r184c1229,127.38638889,37.66638889,,2002,8,1,presence,,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006865; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=Cheongpyeong; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol."
"MMap:KS02-1(4,5,7,8),KS02-3(1,5):MMap8190",RUEDA_2006_ROK_1998_2004,1006906,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.81667_126.71667,"Ogeum-ri, Thanhyun-myeon, Paju-si",b+378_+1267,r183c1226,126.71666667,37.81666667,,2002,4,1,presence,,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006906; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=Ogeum-ri, Thanhyun-myeon, Paju-si; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol."
MMap:KS02-2(2):MMap8192,RUEDA_2006_ROK_1998_2004,1006907,confirmed_occurrence,Anopheles sinensis,South Korea,Gyeonggi-do,MMAP_37.81667_126.71667,"Ogeum-ri, Thanhyun-myeon, Paju-si",b+378_+1267,r183c1226,126.71666667,37.81666667,,2002,4,1,presence,,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006907; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=Ogeum-ri, Thanhyun-myeon, Paju-si; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol."
MMap:KS83:MMap8235,RUEDA_2006_ROK_1998_2004,1006727,confirmed_occurrence,Anopheles sinensis,South Korea,Jeju-do,MMAP_33.24000_126.54556,Seogwipo-si,b+332_+1265,,126.54555556,33.24,,2003,9,1,presence,,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006727; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=Seogwipo-si; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol. Point did not intersect the supplied 0.25-degree grid."
MMap:KS102:MMap8212,RUEDA_2006_ROK_1998_2004,1006728,confirmed_occurrence,Anopheles sinensis,South Korea,Jeju-do,MMAP_33.24167_126.42111,Seogwipo-si,b+332_+1264,,126.42111111,33.24166667,,2003,9,1,presence,,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006728; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=Seogwipo-si; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol. Point did not intersect the supplied 0.25-degree grid."
"MMap:KS80,81,135:MMap8234",RUEDA_2006_ROK_1998_2004,1006729,confirmed_occurrence,Anopheles sinensis,South Korea,Jeju-do,MMAP_33.24361_126.53778,Seogwipo-si,b+332_+1265,,126.53777778,33.24361111,,2003,9,1,presence,,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006729; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=Seogwipo-si; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol. Point did not intersect the supplied 0.25-degree grid."
MMap:KS94:MMap8239,RUEDA_2006_ROK_1998_2004,1006730,confirmed_occurrence,Anopheles sinensis,South Korea,Jeju-do,MMAP_33.24694_126.27639,"Daejeong-eup, Namajeju-gun",b+332_+1262,,126.27638889,33.24694444,,2003,9,1,presence,,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006730; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=Daejeong-eup, Namajeju-gun; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol. Point did not intersect the supplied 0.25-degree grid."
MMap:KS99:MMap8242,RUEDA_2006_ROK_1998_2004,1006732,confirmed_occurrence,Anopheles sinensis,South Korea,Jeju-do,MMAP_33.25056_126.31667,"Andeok-myeon, Namjeju-gun",b+332_+1263,r201c1225,126.31666667,33.25055556,,2003,9,1,presence,,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006732; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=Andeok-myeon, Namjeju-gun; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol."
MMap:KS105:MMap8213,RUEDA_2006_ROK_1998_2004,1006733,confirmed_occurrence,Anopheles sinensis,South Korea,Jeju-do,MMAP_33.25111_126.30306,"Andeok-myeon, Namjeju-gun",b+332_+1263,r201c1225,126.30305556,33.25111111,,2003,9,1,presence,,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006733; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=Andeok-myeon, Namjeju-gun; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol."
MMap:KS93:MMap8238,RUEDA_2006_ROK_1998_2004,1006734,confirmed_occurrence,Anopheles sinensis,South Korea,Jeju-do,MMAP_33.25111_126.30306,"Andeok-myeon, Namjeju-gun",b+332_+1263,r201c1225,126.30305556,33.25111111,,2003,9,1,presence,,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006734; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=Andeok-myeon, Namjeju-gun; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol."
MMap:KS95:MMap8240,RUEDA_2006_ROK_1998_2004,1006731,confirmed_occurrence,Anopheles sinensis,South Korea,Jeju-do,MMAP_33.25361_126.21389,"Daejeong-eup, Namajeju-gun",b+332_+1262,,126.21388889,33.25361111,,2003,9,1,presence,,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006731; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=Daejeong-eup, Namajeju-gun; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol. Point did not intersect the supplied 0.25-degree grid."
MMap:KS147:MMap8220,RUEDA_2006_ROK_1998_2004,1006735,confirmed_occurrence,Anopheles sinensis,South Korea,Jeju-do,MMAP_33.26806_126.55806,Seogwipo-si,b+332_+1265,r201c1226,126.55805556,33.26805556,,2003,9,1,presence,,Adult,"Adult, with attraction traps",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006735; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=Seogwipo-si; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol."
MMap:KS146:MMap8219,RUEDA_2006_ROK_1998_2004,1006740,confirmed_occurrence,Anopheles sinensis,South Korea,Jeju-do,MMAP_33.32917_126.55806,"Namwon-eup, Namjeju-gun",b+333_+1265,r201c1226,126.55805556,33.32916667,,2003,9,1,presence,,Adult,"Adult, with attraction traps",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006740; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=Namwon-eup, Namjeju-gun; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol."
MMap:KS140:MMap8218,RUEDA_2006_ROK_1998_2004,1006742,confirmed_occurrence,Anopheles sinensis,South Korea,Jeju-do,MMAP_33.52694_126.63861,"Chocheon-eup, Bukjeju-gun",b+335_+1266,,126.63861111,33.52694444,,2003,9,1,presence,,Larva,Larval collection,not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006742; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=Chocheon-eup, Bukjeju-gun; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol. Point did not intersect the supplied 0.25-degree grid."
MMap:KS03-3(1-6):MMap8206,RUEDA_2006_ROK_1998_2004,1006743,confirmed_occurrence,Anopheles sinensis,South Korea,Jeollanam-do,MMAP_34.57417_126.59750,Haenam,b+345_+1265,r196c1226,126.5975,34.57416667,,2003,8,1,presence,,Adult,"Adult, animal shed resting",not reported at record level,molecular_DNA_field_record,DNA; method detail not retained in layer,molecular_DNA_source_record,,detected; no non-detection inferred,public layer terms/reuse status require review,https://experience.arcgis.com/experience/5f95c3edfbea4634b8347fec0bd1dcd6,"ArcGIS MosquitoMap2 OBJECTID=1006743; raw source=Rueda LM et al. (2006). J Vector Ecol. 31,198-205.; locality=Haenam; Molecular occurrence record in the public layer; the layer does not preserve the specimen-level PCR protocol."
