record_id,source_id,year,site_id,longitude,latitude,cell_id,grid_join_status,grid_linked_analysis_decision
MMap:KSH-111:MMap8243,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_36.94845_127.02628,127.02628056,36.94845,r187c1228,exact_polygon_join,include
MMap:KSH-364:MMap8262,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_36.94865_127.02383,127.02383056,36.94865,r187c1228,exact_polygon_join,include
MMap:KSH-256:MMap8260,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_36.94921_127.02928,127.02928056,36.94921111,r187c1228,exact_polygon_join,include
MMap:KSH-258:MMap8261,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_36.94921_127.02928,127.02928056,36.94921111,r187c1228,exact_polygon_join,include
MMap:KSH-200:MMap8253,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_36.95366_127.04126,127.04126111,36.95366111,r187c1228,exact_polygon_join,include
MMap:KSH-209:MMap8258,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_36.95462_127.02159,127.02158889,36.95461944,r187c1228,exact_polygon_join,include
MMap:KSH-206:MMap8256,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_36.95558_127.02346,127.02346111,36.95558056,r187c1228,exact_polygon_join,include
MMap:KSH-2060:MMap8257,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_36.95957_127.02112,127.02111944,36.95956944,r187c1228,exact_polygon_join,include
MMap:KSH-1243:MMap8249,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_36.96014_127.03726,127.03726111,36.96013889,r187c1228,exact_polygon_join,include
MMap:KSH-204:MMap8254,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_36.96025_127.02721,127.02721111,36.96025,r187c1228,exact_polygon_join,include
MMap:KSH-195:MMap8250,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_36.96064_127.04024,127.04023889,36.96063889,r187c1228,exact_polygon_join,include
MMap:KSH-2107:MMap8259,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_36.96097_127.02187,127.02186944,36.96096944,r187c1228,exact_polygon_join,include
MMap:KSH-1226:MMap8248,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_36.96114_127.03830,127.0383,36.96113889,r187c1228,exact_polygon_join,include
MMap:KSH-1225:MMap8246,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_36.96140_127.03860,127.0386,36.9614,r187c1228,exact_polygon_join,include
MMap:KSH-196:MMap8252,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_36.96179_127.03947,127.03946944,36.96178889,r187c1228,exact_polygon_join,include
MMap:KSH-1224:MMap8245,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_36.96189_127.03828,127.03828056,36.96188889,r187c1228,exact_polygon_join,include
MMap:KSH-205:MMap8255,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_36.97154_127.01940,127.0194,36.97153889,r187c1228,exact_polygon_join,include
MMap:KSK-52A:MMap8396,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_37.12158_127.96047,127.96047222,37.12158333,r186c1231,exact_polygon_join,include
MMap:KSK-52B:MMap8399,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_37.12158_127.96047,127.96047222,37.12158333,r186c1231,exact_polygon_join,include
MMap:KSK-52C:MMap8402,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_37.12158_127.96047,127.96047222,37.12158333,r186c1231,exact_polygon_join,include
MMap:KSK-12:MMap8271,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_37.13942_129.19161,129.19161111,37.13941667,r186c1236,exact_polygon_join,include
MMap:KSK-13:MMap8273,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_37.15372_129.31133,129.31133333,37.15372222,r186c1237,exact_polygon_join,include
MMap:KSK-54:MMap8408,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_37.31828_127.82461,127.82461111,37.31827778,r185c1231,exact_polygon_join,include
MMap:KSK-43:MMap8369,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_37.37981_127.15597,127.15597222,37.37980556,r185c1228,exact_polygon_join,include
MMap:KSK-53:MMap8406,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_37.40658_127.95644,127.95644444,37.40658333,r185c1231,exact_polygon_join,include
MMap:KSK-36A:MMap8360,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_37.47650_127.19567,127.19566667,37.4765,r185c1228,exact_polygon_join,include
MMap:KSK-36B:MMap8363,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_37.47650_127.19567,127.19566667,37.4765,r185c1228,exact_polygon_join,include
MMap:KSK-51A:MMap8390,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_37.72811_128.84192,128.84191667,37.72811111,r184c1235,exact_polygon_join,include
MMap:KSK-51B:MMap8393,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_37.72811_128.84192,128.84191667,37.72811111,r184c1235,exact_polygon_join,include
MMap:KSK-11:MMap8266,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_37.78878_128.80458,128.80458333,37.78877778,,outside_current_370_cell_grid,exclude_without_imputation
MMap:KSK-32:MMap8337,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_37.86369_127.70719,127.70719444,37.86369444,r183c1230,exact_polygon_join,include
MMap:KSK-34A:MMap8351,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_37.87008_127.78336,127.78336111,37.87008333,r183c1231,exact_polygon_join,include
MMap:KSK-34B:MMap8353,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_37.87008_127.78336,127.78336111,37.87008333,r183c1231,exact_polygon_join,include
MMap:KSK-34C:MMap8356,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_37.87008_127.78336,127.78336111,37.87008333,r183c1231,exact_polygon_join,include
MMap:KSK-33B:MMap8343,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_37.87364_127.78053,127.78052778,37.87363889,r183c1231,exact_polygon_join,include
MMap:KSK-33C:MMap8346,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_37.87364_127.78053,127.78052778,37.87363889,r183c1231,exact_polygon_join,include
MMap:KSK-33D:MMap8349,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_37.87364_127.78053,127.78052778,37.87363889,r183c1231,exact_polygon_join,include
MMap:KSK-44:MMap8371,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_37.90156_127.08394,127.08394444,37.90155556,r183c1228,exact_polygon_join,include
MMap:KSK-23:MMap8302,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_37.90681_127.08683,127.08683333,37.90680556,r183c1228,exact_polygon_join,include
MMap:KSK-25A:MMap8307,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_37.92381_127.07506,127.07505556,37.92380556,r183c1228,exact_polygon_join,include
MMap:KSK-25B:MMap8311,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_37.92381_127.07506,127.07505556,37.92380556,r183c1228,exact_polygon_join,include
MMap:KSK-26A:MMap8316,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_37.96286_127.26153,127.26152778,37.96286111,r183c1229,exact_polygon_join,include
MMap:KSK-26C:MMap8323,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_37.96286_127.26153,127.26152778,37.96286111,r183c1229,exact_polygon_join,include
MMap:KSK-46:MMap8373,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_38.02564_127.25975,127.25975,38.02563889,r182c1229,exact_polygon_join,include
MMap:KSK-49A:MMap8384,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_38.04956_127.52522,127.52522222,38.04955556,r182c1230,exact_polygon_join,include
MMap:KSK-49B:MMap8388,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_38.04956_127.52522,127.52522222,38.04955556,r182c1230,exact_polygon_join,include
MMap:KSK-30:MMap8330,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_38.06811_127.52564,127.52563889,38.06811111,r182c1230,exact_polygon_join,include
MMap:KSK-48A:MMap8376,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_38.08531_127.52703,127.52702778,38.08530556,r182c1230,exact_polygon_join,include
MMap:KSK-48B:MMap8380,KLEIN_2006_FIELD_COLLECTION,2006,MMAP_38.08531_127.52703,127.52702778,38.08530556,r182c1230,exact_polygon_join,include
WG_AA_22_1,HONG_2023_GIMPO_GANGHWA,2022,HONG_2023_GIMPO_GANGHWA_WG,126.534444,37.745,r184c1226,exact_polygon_join,include
WG_AA_22_10,HONG_2023_GIMPO_GANGHWA,2022,HONG_2023_GIMPO_GANGHWA_WG,126.534444,37.745,r184c1226,exact_polygon_join,include
WG_AA_22_11,HONG_2023_GIMPO_GANGHWA,2022,HONG_2023_GIMPO_GANGHWA_WG,126.534444,37.745,r184c1226,exact_polygon_join,include
WG_AA_22_12,HONG_2023_GIMPO_GANGHWA,2022,HONG_2023_GIMPO_GANGHWA_WG,126.534444,37.745,r184c1226,exact_polygon_join,include
WG_AA_22_13,HONG_2023_GIMPO_GANGHWA,2022,HONG_2023_GIMPO_GANGHWA_WG,126.534444,37.745,r184c1226,exact_polygon_join,include
WG_AA_22_14,HONG_2023_GIMPO_GANGHWA,2022,HONG_2023_GIMPO_GANGHWA_WG,126.534444,37.745,r184c1226,exact_polygon_join,include
WG_AA_22_15,HONG_2023_GIMPO_GANGHWA,2022,HONG_2023_GIMPO_GANGHWA_WG,126.534444,37.745,r184c1226,exact_polygon_join,include
WG_AA_22_16,HONG_2023_GIMPO_GANGHWA,2022,HONG_2023_GIMPO_GANGHWA_WG,126.534444,37.745,r184c1226,exact_polygon_join,include
WG_AA_22_17,HONG_2023_GIMPO_GANGHWA,2022,HONG_2023_GIMPO_GANGHWA_WG,126.534444,37.745,r184c1226,exact_polygon_join,include
WG_AA_22_2,HONG_2023_GIMPO_GANGHWA,2022,HONG_2023_GIMPO_GANGHWA_WG,126.534444,37.745,r184c1226,exact_polygon_join,include
WG_AA_22_20,HONG_2023_GIMPO_GANGHWA,2022,HONG_2023_GIMPO_GANGHWA_WG,126.534444,37.745,r184c1226,exact_polygon_join,include
WG_AA_22_21,HONG_2023_GIMPO_GANGHWA,2022,HONG_2023_GIMPO_GANGHWA_WG,126.534444,37.745,r184c1226,exact_polygon_join,include
WG_AA_22_23,HONG_2023_GIMPO_GANGHWA,2022,HONG_2023_GIMPO_GANGHWA_WG,126.534444,37.745,r184c1226,exact_polygon_join,include
WG_AA_22_24,HONG_2023_GIMPO_GANGHWA,2022,HONG_2023_GIMPO_GANGHWA_WG,126.534444,37.745,r184c1226,exact_polygon_join,include
WG_AA_22_25,HONG_2023_GIMPO_GANGHWA,2022,HONG_2023_GIMPO_GANGHWA_WG,126.534444,37.745,r184c1226,exact_polygon_join,include
WG_AA_22_26,HONG_2023_GIMPO_GANGHWA,2022,HONG_2023_GIMPO_GANGHWA_WG,126.534444,37.745,r184c1226,exact_polygon_join,include
WG_AA_22_3,HONG_2023_GIMPO_GANGHWA,2022,HONG_2023_GIMPO_GANGHWA_WG,126.534444,37.745,r184c1226,exact_polygon_join,include
WG_AA_22_36,HONG_2023_GIMPO_GANGHWA,2022,HONG_2023_GIMPO_GANGHWA_WG,126.534444,37.745,r184c1226,exact_polygon_join,include
WG_AA_22_37,HONG_2023_GIMPO_GANGHWA,2022,HONG_2023_GIMPO_GANGHWA_WG,126.534444,37.745,r184c1226,exact_polygon_join,include
WG_AA_22_38,HONG_2023_GIMPO_GANGHWA,2022,HONG_2023_GIMPO_GANGHWA_WG,126.534444,37.745,r184c1226,exact_polygon_join,include
WG_AA_22_5,HONG_2023_GIMPO_GANGHWA,2022,HONG_2023_GIMPO_GANGHWA_WG,126.534444,37.745,r184c1226,exact_polygon_join,include
WG_AA_22_6,HONG_2023_GIMPO_GANGHWA,2022,HONG_2023_GIMPO_GANGHWA_WG,126.534444,37.745,r184c1226,exact_polygon_join,include
WG_AA_22_7,HONG_2023_GIMPO_GANGHWA,2022,HONG_2023_GIMPO_GANGHWA_WG,126.534444,37.745,r184c1226,exact_polygon_join,include
WG_AA_22_8,HONG_2023_GIMPO_GANGHWA,2022,HONG_2023_GIMPO_GANGHWA_WG,126.534444,37.745,r184c1226,exact_polygon_join,include
WG_AA_22_9,HONG_2023_GIMPO_GANGHWA,2022,HONG_2023_GIMPO_GANGHWA_WG,126.534444,37.745,r184c1226,exact_polygon_join,include
WG_AL_22_1,HONG_2023_GIMPO_GANGHWA,2022,HONG_2023_GIMPO_GANGHWA_WG,126.534444,37.745,r184c1226,exact_polygon_join,include
NG_AA_23_1,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_10,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_11,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_12,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_13,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_14,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_15,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_16,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_17,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_18,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_19,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_2,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_20,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_21,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_22,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_23,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_24,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_25,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_26,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_27,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_28,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_29,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_3,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_30,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_31,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_32,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_33,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_36,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_37,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_38,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_39,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_4,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_40,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_41,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_42,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_43,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_44,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_45,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_46,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_47,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_48,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_49,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_5,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_50,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_51,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_52,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_53,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_54,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_55,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_56,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_57,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_58,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_59,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_6,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_60,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_61,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_62,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_63,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_64,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_65,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_66,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_67,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_68,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_69,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_7,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_70,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_71,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_72,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_73,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_74,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_75,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_76,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_77,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_78,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_79,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_8,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_80,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_81,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_82,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_83,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_84,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_85,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_86,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_87,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
NG_AA_23_88,HONG_2023_GIMPO_GANGHWA,2023,HONG_2023_GIMPO_GANGHWA_NG,126.415278,37.731111,,outside_current_370_cell_grid,exclude_without_imputation
