cell_id,year,ambient_population
r178c1229,1975,451747.9081867478
r178c1230,1975,19528.321153680605
r179c1221,1975,53589.734847770975
r179c1222,1975,631475.9329371515
r179c1223,1975,81858.53509337717
r179c1224,1975,5698.2043933913765
r179c1225,1975,38213.92117610083
r179c1226,1975,25910.443557757557
r179c1227,1975,6989.023466344879
r179c1228,1975,2308.7212067850296
r179c1229,1975,60316.700110622194
r179c1230,1975,1484.1453832635787
r179c1231,1975,20233.80913413712
r180c1221,1975,329017.01340077905
r180c1222,1975,356064.1535163786
r180c1223,1975,358715.6571141467
r180c1224,1975,4000.7574794963693
r180c1225,1975,1350.7266497509954
r180c1226,1975,13259.952043586914
r180c1227,1975,2585.587905705594
r180c1228,1975,1649.510751845474
r180c1229,1975,6324.146898180115
r180c1230,1975,5518.96399052134
r180c1231,1975,3189.2770547836435
r180c1232,1975,9855.928044826069
r181c1220,1975,95805.47669234785
r181c1221,1975,124859.1682533418
r181c1222,1975,109915.0336849846
r181c1223,1975,248937.66512920152
r181c1224,1975,49276.9014901862
r181c1225,1975,28580.1943312099
r181c1226,1975,11436.639549853226
r181c1227,1975,13721.60278297781
r181c1228,1975,4058.264722422332
r181c1229,1975,21058.027742242928
r181c1230,1975,7365.809629920108
r181c1231,1975,1061.5738251554944
r181c1232,1975,3982.439018031587
r182c1219,1975,20637.688842521027
r182c1220,1975,21194.99530770224
r182c1221,1975,23878.122341715243
r182c1222,1975,707897.5371197104
r182c1223,1975,57783.73970420649
r182c1224,1975,10164.997812171558
r182c1225,1975,20371.11269280868
r182c1226,1975,8924.832411758536
r182c1227,1975,2239.85381960226
r183c1220,1975,4372.218760231737
r183c1221,1975,88610.57524698853
r183c1222,1975,38718.91828709286
r183c1224,1975,32896.55529130668
r183c1226,1975,326515.6182707842
r181c1233,1975,15642.289510950986
r182c1228,1975,33710.902546806625
r182c1229,1975,32497.162831827576
r182c1230,1975,23661.577827962683
r182c1231,1975,12423.793994688938
r182c1232,1975,25055.161564593578
r182c1233,1975,2772.590900717336
r182c1234,1975,98724.37955289315
r183c1227,1975,39481.80414612513
r183c1228,1975,102306.08764610485
r183c1229,1975,10557.388798350914
r183c1230,1975,220914.15625786627
r183c1231,1975,37576.59068928082
r183c1232,1975,5560.4191514186
r183c1233,1975,3941.682520288945
r183c1234,1975,1524.663833781181
r184c1226,1975,491919.89533303364
r184c1227,1975,3974957.759541846
r184c1228,1975,5051417.03196214
r184c1229,1975,14936.501580320282
r184c1230,1975,4716.406779065156
r184c1231,1975,40998.5864498465
r184c1232,1975,7093.728477494178
r184c1233,1975,3388.690208967756
r184c1234,1975,5453.233898737502
r184c1235,1975,28718.31199749503
r185c1226,1975,1476575.909646282
r185c1227,1975,1960982.8631031436
r185c1228,1975,1072953.2687156687
r185c1229,1975,49379.24641363995
r185c1230,1975,23866.812911165518
r185c1231,1975,257560.64435618857
r185c1232,1975,10022.304047640548
r185c1233,1975,14118.566303271928
r185c1234,1975,11464.391959964323
r185c1235,1975,3201.78016495826
r185c1236,1975,127972.3289042196
r186c1227,1975,36159.63903466382
r186c1228,1975,111483.28294606181
r186c1229,1975,28180.632649565647
r186c1230,1975,27413.132012124406
r186c1231,1975,28022.591693891438
r186c1232,1975,110629.52695916947
r186c1233,1975,73444.74744278112
r186c1234,1975,6364.131489495153
r186c1235,1975,34776.31409503077
r186c1236,1975,26021.702080650997
r186c1237,1975,23879.482505623993
r187c1226,1975,36510.8086212936
r187c1228,1975,316438.764655845
r187c1229,1975,50460.55896591829
r187c1230,1975,74898.59887795895
r187c1231,1975,186203.629002571
r187c1232,1975,9714.11786936985
r187c1233,1975,17992.782034579304
r187c1234,1975,90770.26819446706
r187c1235,1975,12153.73355907184
r187c1236,1975,3844.232728787645
r187c1237,1975,16398.720013685004
r188c1225,1975,22029.567281392574
r188c1226,1975,78140.74006823837
r188c1227,1975,51719.63630452806
r188c1228,1975,11805.490128642328
r188c1229,1975,508848.050706087
r188c1230,1975,51648.65839915485
r188c1231,1975,5502.861260233611
r188c1232,1975,68129.91127537788
r188c1233,1975,34358.95883547573
r188c1234,1975,98369.45405181729
r188c1235,1975,21934.781605231594
r188c1236,1975,20951.11925590376
r188c1237,1975,20163.870386716142
r189c1226,1975,48747.410777033154
r189c1227,1975,51711.578002907845
r189c1228,1975,59766.418498200546
r189c1229,1975,1214464.0518711542
r189c1230,1975,58877.20369035049
r189c1231,1975,15212.685403211693
r189c1232,1975,72663.02100174915
r189c1233,1975,23179.08913699564
r189c1234,1975,40202.26113110305
r189c1235,1975,10126.835225623512
r189c1236,1975,12228.370242139143
r189c1237,1975,16095.202499726727
r190c1226,1975,40544.64995479625
r190c1227,1975,60956.91581394988
r190c1228,1975,114699.3055121843
r190c1229,1975,32730.814745668835
r190c1230,1975,28633.42655502224
r190c1231,1975,26071.730542766032
r190c1232,1975,84157.40209207
r190c1233,1975,420349.8756456327
r190c1234,1975,22531.340743775
r190c1235,1975,19674.450672174546
r190c1236,1975,12260.502453693927
r190c1237,1975,531577.0583219659
r191c1227,1975,365360.48146951484
r191c1228,1975,755402.3031131929
r191c1229,1975,13800.334762124003
r191c1230,1975,9008.137625091047
r191c1231,1975,8664.042541996447
r191c1232,1975,9942.430998810196
r191c1233,1975,199296.98110231335
r191c1234,1975,2532076.0802448555
r191c1235,1975,200174.29743777736
r191c1236,1975,158770.36954623324
r191c1237,1975,262235.9523340653
r192c1226,1975,53850.04322861495
r192c1227,1975,113723.09841805785
r192c1228,1975,16406.855491728336
r192c1229,1975,23447.91556633092
r192c1230,1975,28504.14638816947
r192c1231,1975,34174.92020541775
r192c1232,1975,19041.660557079074
r192c1233,1975,72952.19759140324
r192c1234,1975,30085.41959075359
r192c1235,1975,18068.084448270936
r192c1236,1975,19349.082640215373
r192c1237,1975,541800.1113791757
r193c1226,1975,62940.45894657811
r193c1227,1975,54182.56330415501
r193c1228,1975,44311.65632050403
r193c1229,1975,100062.1819218855
r193c1230,1975,7627.294661537973
r193c1231,1975,12011.74609571763
r193c1232,1975,14582.967408768824
r193c1233,1975,45329.75802764633
r193c1234,1975,146682.57612398945
r193c1235,1975,67203.30581959053
r193c1236,1975,236133.20018690283
r194c1224,1975,9377.288643273589
r194c1226,1975,70888.72510531527
r194c1227,1975,1196727.3214342385
r194c1228,1975,15195.175910948381
r194c1229,1975,27680.43489699706
r194c1230,1975,15678.68976347092
r194c1231,1975,23842.57029375362
r194c1232,1975,238038.01680106972
r194c1233,1975,23941.935122544095
r194c1235,1975,922090.089971391
r194c1236,1975,3404640.8973333333
r195c1224,1975,11775.526286409748
r195c1226,1975,71991.94670014318
r195c1227,1975,24666.399014762894
r195c1228,1975,28787.41328777509
r195c1229,1975,116948.77593919955
r195c1231,1975,122738.42942792011
r195c1233,1975,119057.56616156931
r195c1234,1975,185052.47226821742
r196c1226,1975,56861.2869867562
r196c1227,1975,63011.904444791515
r196c1229,1975,38994.572586323025
r201c1225,1975,85904.90122348108
r201c1226,1975,54456.133778195755
r201c1227,1975,23282.46640079447
r163c1239,1976,110057.96074998163
r163c1240,1976,46123.78750807703
r164c1239,1976,15979.72383268749
r164c1240,1976,30877.618209573815
r165c1237,1976,3452.506919119984
r165c1238,1976,42739.738467089104
r165c1239,1976,33934.303865688766
r165c1240,1976,1413.5647586226635
r165c1241,1976,141554.96409918473
r165c1242,1976,14866.940651873869
r166c1236,1976,60744.61957588518
r166c1237,1976,13954.067233545691
r166c1238,1976,55735.05871921729
r166c1239,1976,1425.9733068506148
r166c1240,1976,8583.74100332559
r167c1232,1976,4712.783151601862
r167c1233,1976,14711.458764976303
r167c1234,1976,3621.275538482674
r167c1235,1976,4465.082799649381
r167c1236,1976,9578.815049409986
r167c1237,1976,781.151815218924
r167c1238,1976,125325.7709506545
r167c1239,1976,647183.483941361
r168c1226,1976,4303.446168973148
r168c1227,1976,21213.957071367935
r168c1233,1976,16070.213272331599
r168c1234,1976,1156.6000101814084
r168c1235,1976,2447.962602807114
r168c1236,1976,22.362845338881016
r168c1237,1976,1076.536557430626
r168c1238,1976,246211.95355765778
r169c1226,1976,24330.642726126865
r169c1227,1976,6094.799682282843
r169c1228,1976,5307.2664180724905
r169c1229,1976,6961.846746602094
r169c1230,1976,6527.619812537905
r169c1231,1976,9336.398322497282
r169c1232,1976,561328.5668226762
r169c1233,1976,15502.170559270879
r169c1234,1976,2937.5605098288434
r169c1235,1976,266.6122731728589
r169c1236,1976,1750.609235000888
r169c1237,1976,32320.375960118636
r169c1238,1976,34771.30601731676
r170c1225,1976,141182.75671075212
r170c1226,1976,12979.2674195088
r170c1227,1976,1039.7686964592422
r170c1228,1976,2041.6011777315289
r170c1229,1976,501.9548695348203
r170c1230,1976,198.76075272238813
r170c1231,1976,3131.6599781289697
r170c1232,1976,4951.329674851339
r170c1233,1976,18387.797164101554
r170c1234,1976,6199.786781796254
r170c1235,1976,8564.17526180274
r170c1236,1976,432.3849192048158
r170c1237,1976,33296.62082648659
r170c1238,1976,4783.67579821936
r171c1223,1976,21023.690654047292
r171c1224,1976,2948.747839577305
r171c1225,1976,1019.1786003195479
r171c1226,1976,494657.01026807894
r171c1227,1976,1704.9364497784213
r171c1228,1976,11975.465704849254
r171c1229,1976,999.2501135245294
r171c1230,1976,1057.1568854691022
r171c1231,1976,2320.1105757951736
r171c1232,1976,31483.172663770543
r171c1233,1976,2093.192645689504
r171c1234,1976,661.0480097704567
r171c1235,1976,55856.31787784387
r171c1236,1976,5643.682151694478
r171c1237,1976,108364.484112776
r171c1238,1976,20378.84802498123
r172c1221,1976,8997.242993795868
r172c1222,1976,9300.849406233989
r172c1223,1976,6122.025540229864
r172c1224,1976,3230.9942437942195
r172c1225,1976,105721.55444127906
r172c1226,1976,21771.081469171186
r172c1227,1976,1098.095517813228
r172c1228,1976,1373.957417415455
r172c1229,1976,172.15214285533875
r172c1230,1976,4917.86809439539
r172c1231,1976,4096.748592955269
r172c1232,1976,4301.963442725352
r172c1233,1976,619.9375589136189
r172c1234,1976,37080.74575238362
r172c1235,1976,23934.348053022542
r172c1236,1976,266800.86943578976
r173c1219,1976,30303.520509202845
r173c1220,1976,58994.2356569556
r173c1221,1976,738.7347928046331
r173c1222,1976,3535.6045292921567
r173c1223,1976,468.7277420591563
r173c1224,1976,1703.8524719113375
r173c1225,1976,8588.782860786236
r173c1226,1976,6501.623556762002
r173c1227,1976,1020.1868348666467
r173c1228,1976,4897.891020942898
r173c1229,1976,768.186122198779
r173c1230,1976,11376.506497821716
r173c1231,1976,1625.7627660477626
r173c1232,1976,8434.046002568059
r173c1233,1976,37682.564787332885
r173c1234,1976,38354.55457260733
r174c1218,1976,41021.34462743523
r174c1219,1976,2015.7219580406916
r174c1220,1976,79406.4836805309
r174c1221,1976,1350.0844292870195
r174c1222,1976,10357.772074550743
r174c1223,1976,55377.380819739745
r174c1224,1976,147627.0371046987
r174c1225,1976,211525.2350121468
r174c1226,1976,2235.6191011383507
r174c1227,1976,3063.4834904260933
r174c1228,1976,84.49293741013983
r174c1229,1976,32962.36032164733
r174c1230,1976,42196.87641263811
r174c1231,1976,116483.39242137925
r174c1232,1976,209528.85523157567
r174c1233,1976,85155.2600985487
r175c1217,1976,67357.240432296
r175c1218,1976,93034.83081393757
r175c1219,1976,46863.11474217274
r175c1220,1976,70419.69549858649
r175c1221,1976,77065.74181778429
r175c1222,1976,32054.33164229303
r175c1223,1976,36619.360917008315
r175c1224,1976,80318.66750834385
r175c1225,1976,124822.37498388627
r175c1226,1976,3419.0682278303198
r175c1227,1976,1052.6282318662488
r175c1228,1976,560.4001046588863
r175c1229,1976,85623.40941317387
r175c1230,1976,1395445.9951882148
r176c1218,1976,3701.3995936658416
r176c1220,1976,153365.15083609667
r176c1221,1976,13089.493386333621
r176c1222,1976,361281.44362010196
r176c1223,1976,145945.22678665648
r176c1224,1976,82868.60766951404
r176c1225,1976,183866.97695457848
r176c1226,1976,18013.600028411976
r176c1227,1976,13676.868313019899
r176c1228,1976,31527.03293862901
r176c1229,1976,25314.608208556325
r177c1222,1976,130179.69794569064
r177c1223,1976,492980.9490486277
r177c1224,1976,405117.47687617503
r177c1225,1976,28270.162840795823
r177c1226,1976,8490.202394468486
r177c1227,1976,9224.433507837311
r177c1228,1976,155381.69253225002
r177c1229,1976,39271.05206008947
r178c1221,1976,33886.3672463972
r178c1222,1976,718382.271037342
r178c1223,1976,676790.0675568635
r178c1224,1976,22141.26524062166
r178c1225,1976,49565.70542104619
r178c1226,1976,28824.504744865382
r178c1227,1976,1691.5879194268628
r178c1228,1976,597.5533642886617
r178c1229,1976,469174.82069232233
r178c1230,1976,20656.72783207384
r179c1221,1976,56088.369236267514
r179c1222,1976,641110.763570555
r179c1223,1976,86405.95635716201
r179c1224,1976,6101.232251226124
r179c1225,1976,39513.94265126737
r179c1226,1976,26507.561439918063
r179c1227,1976,7286.047814466034
r179c1228,1976,2441.331849764458
r179c1229,1976,62615.86708469493
r179c1230,1976,1653.3613107222207
r179c1231,1976,21202.78265988722
r180c1221,1976,330837.10973234195
r180c1222,1976,362228.0397488897
r180c1223,1976,361974.9343893024
r180c1224,1976,4206.195848403607
r180c1225,1976,1422.6911080261793
r180c1226,1976,13884.433272613762
r180c1227,1976,2813.9683933110964
r180c1228,1976,1742.7601963365814
r180c1229,1976,6669.0324488771375
r180c1230,1976,5903.169403736409
r180c1231,1976,3416.279375220669
r180c1232,1976,10506.019029513758
r181c1220,1976,98262.03352077116
r181c1221,1976,127583.97380885422
r181c1222,1976,113208.51247768177
r181c1223,1976,253795.55045054082
r181c1224,1976,50250.35107614374
r181c1225,1976,29793.782854519945
r181c1226,1976,11994.342946147364
r181c1227,1976,14336.479349510624
r181c1228,1976,4214.976498078162
r181c1229,1976,21938.64813074349
r181c1230,1976,7598.879760667855
r181c1231,1976,1112.1564538309904
r181c1232,1976,4042.237787294774
r182c1219,1976,21525.077458618915
r182c1220,1976,21790.562782353
r182c1221,1976,24374.794422831426
r182c1222,1976,716255.0873449992
r182c1223,1976,59398.85938400781
r182c1224,1976,10463.408332517745
r182c1225,1976,21475.403257935675
r182c1226,1976,9227.963612252192
r182c1227,1976,2473.1494142875295
r183c1220,1976,4690.640832116745
r183c1221,1976,91693.75367223116
r183c1222,1976,40065.813051402845
r183c1224,1976,33807.96299974892
r183c1226,1976,329092.5867241469
r181c1233,1976,16111.634796582635
r182c1228,1976,35823.81876906442
r182c1229,1976,34296.9005923223
r182c1230,1976,24254.37325922453
r182c1231,1976,12858.708588367375
r182c1232,1976,25833.83358833296
r182c1233,1976,2894.9512049798745
r182c1234,1976,99507.62743634506
r183c1227,1976,45245.0946846361
r183c1228,1976,115868.60042812383
r183c1229,1976,12089.94250664625
r183c1230,1976,220737.8548746714
r183c1231,1976,38369.903781410285
r183c1232,1976,5856.576234662899
r183c1233,1976,4179.759875166231
r183c1234,1976,1577.4097331523799
r184c1226,1976,508194.16027789353
r184c1227,1976,4024104.0462283543
r184c1228,1976,5108909.668078683
r184c1229,1976,17340.70958920059
r184c1230,1976,5120.734928006768
r184c1231,1976,42010.43456875758
r184c1232,1976,7522.234213821005
r184c1233,1976,3553.9575772361322
r184c1234,1976,5685.78126294958
r184c1235,1976,29787.089531075802
r185c1226,1976,1508046.7859574787
r185c1227,1976,2039326.1785375495
r185c1228,1976,1121207.4635515662
r185c1229,1976,56161.72400871534
r185c1230,1976,27107.435706064887
r185c1231,1976,259875.3185955353
r185c1232,1976,10681.526729183222
r185c1233,1976,14726.359717210202
r185c1234,1976,11785.414482328815
r185c1235,1976,3375.4138306873147
r185c1236,1976,128800.28020164988
r186c1227,1976,42458.10840946183
r186c1228,1976,126591.03946607152
r186c1229,1976,32323.021923151166
r186c1230,1976,29983.050901015256
r186c1231,1976,29129.716259480538
r186c1232,1976,111940.80679393595
r186c1233,1976,74533.497345917
r186c1234,1976,6658.177562021388
r186c1235,1976,35210.68440074728
r186c1236,1976,26361.011764379782
r186c1237,1976,24316.332025510455
r187c1226,1976,38830.017716327384
r187c1228,1976,326019.0499597436
r187c1229,1976,53516.90612346084
r187c1230,1976,77495.72546662333
r187c1231,1976,187461.26091188542
r187c1232,1976,10057.069567341901
r187c1233,1976,18321.06206018943
r187c1234,1976,91302.08305581663
r187c1235,1976,12381.778852284617
r187c1236,1976,4069.368533762727
r187c1237,1976,16687.540949454982
r188c1225,1976,23115.043216681283
r188c1226,1976,80809.211214758
r188c1227,1976,53422.485792313135
r188c1228,1976,12666.938996741066
r188c1229,1976,511647.7582647298
r188c1230,1976,54092.775002815666
r188c1231,1976,5927.630941472715
r188c1232,1976,68937.26801563207
r188c1233,1976,35287.71207103066
r188c1234,1976,98785.50980366736
r188c1235,1976,22311.030255555386
r188c1236,1976,21630.835446138422
r188c1237,1976,20716.587814535753
r189c1226,1976,50363.43867808951
r189c1227,1976,53094.357350126236
r189c1228,1976,61616.92482852317
r189c1229,1976,1231797.872326018
r189c1230,1976,60275.42326246727
r189c1231,1976,16218.208240196014
r189c1232,1976,73666.60175585511
r189c1233,1976,24174.330113886892
r189c1234,1976,40849.42569574381
r189c1235,1976,10571.402416629884
r189c1236,1976,12715.508259820292
r189c1237,1976,16512.347813625598
r190c1226,1976,41987.617491246514
r190c1227,1976,63201.37294386972
r190c1228,1976,118286.02110331279
r190c1229,1976,33863.543229980496
r190c1230,1976,29705.70457761955
r190c1231,1976,26699.15322748891
r190c1232,1976,86010.42668767594
r190c1233,1976,421725.3678187219
r190c1234,1976,23406.63551766205
r190c1235,1976,20445.27430779401
r190c1236,1976,13126.616095106532
r190c1237,1976,528995.8788605686
r191c1227,1976,366610.0701735462
r191c1228,1976,755075.0423090324
r191c1229,1976,14369.505348921492
r191c1230,1976,9617.711835618871
r191c1231,1976,8988.300133623861
r191c1232,1976,10379.461016459365
r191c1233,1976,203048.26894599074
r191c1234,1976,2550107.5067490875
r191c1235,1976,203695.1887258784
r191c1236,1976,160624.08312147218
r191c1237,1976,263176.41715641983
r192c1226,1976,56018.05653661354
r192c1227,1976,116746.06456582593
r192c1228,1976,17423.03383005101
r192c1229,1976,24711.724235960774
r192c1230,1976,29438.77132354092
r192c1231,1976,35207.1279158641
r192c1232,1976,19710.01983574473
r192c1233,1976,75516.32287963959
r192c1234,1976,31231.61418262444
r192c1235,1976,18931.49042327008
r192c1236,1976,20617.373902446398
r192c1237,1976,552167.0353145555
r193c1226,1976,64741.68164842866
r193c1227,1976,55645.59706707495
r193c1228,1976,45558.00941035166
r193c1229,1976,101032.84283308401
r193c1230,1976,8090.406976043177
r193c1231,1976,12512.597192962849
r193c1232,1976,15112.512174646718
r193c1233,1976,47294.44324411745
r193c1234,1976,150858.23713169043
r193c1235,1976,70923.05167174747
r193c1236,1976,242028.9571983622
r194c1224,1976,9721.597118664668
r194c1226,1976,72797.9417283812
r194c1227,1976,1214819.7942371785
r194c1228,1976,15982.574352314832
r194c1229,1976,28286.904488484142
r194c1230,1976,16205.900019445022
r194c1231,1976,24557.35657990718
r194c1232,1976,240587.64292210515
r194c1233,1976,25346.638501104815
r194c1235,1976,932437.8638561533
r194c1236,1976,3416660.3032688485
r195c1224,1976,12208.508020494419
r195c1226,1976,73693.1625401621
r195c1227,1976,25536.76825751228
r195c1228,1976,29353.12684013862
r195c1229,1976,116812.77573782808
r195c1231,1976,122164.94021524307
r195c1233,1976,121083.11699934179
r195c1234,1976,187656.26820594212
r196c1226,1976,58017.032575836245
r196c1227,1976,64530.27642718356
r196c1229,1976,39679.39667169959
r201c1225,1976,88749.0290763252
r201c1226,1976,56638.82016684183
r201c1227,1976,24118.53122022696
r163c1239,1977,110618.29095708914
r163c1240,1977,46412.32581679793
r164c1239,1977,16447.12350333677
r164c1240,1977,30935.806112109698
r165c1237,1977,3668.4283050311824
r165c1238,1977,43261.19458305367
r165c1239,1977,34395.11275321495
r165c1240,1977,1455.7821429183214
r165c1241,1977,141580.92022620077
r165c1242,1977,15134.659268171017
r166c1236,1977,60601.63233026486
r166c1237,1977,14267.097211831153
r166c1238,1977,55290.48507058709
r166c1239,1977,1516.425776669362
r166c1240,1977,9112.609122963622
r167c1232,1977,4742.429171855736
r167c1233,1977,15831.37379189087
r167c1234,1977,3701.5442271260727
r167c1235,1977,4606.254564478577
r167c1236,1977,9710.892935294023
r167c1237,1977,840.0878935125419
r167c1238,1977,126661.89592494818
r167c1239,1977,647118.1251714356
r168c1226,1977,4382.088832248928
r168c1227,1977,21785.338908135927
r168c1233,1977,16776.544230447318
r168c1234,1977,1189.7818912961905
r168c1235,1977,2613.6455303825583
r168c1236,1977,22.86028130352497
r168c1237,1977,1104.8236223121667
r168c1238,1977,250434.26071630346
r169c1226,1977,24922.312397843103
r169c1227,1977,6447.304574566893
r169c1228,1977,5452.411491994325
r169c1229,1977,7475.325706884358
r169c1230,1977,6786.390613427386
r169c1231,1977,9500.287272256832
r169c1232,1977,559470.2899293437
r169c1233,1977,16063.779236946397
r169c1234,1977,3099.4593993126764
r169c1235,1977,273.6958632901311
r169c1236,1977,1764.3420416415101
r169c1237,1977,32808.88640962581
r169c1238,1977,35526.7298948675
r170c1225,1977,141781.81530033337
r170c1226,1977,13491.69059667443
r170c1227,1977,1093.8554197132223
r170c1228,1977,2094.107657694258
r170c1229,1977,510.2524844110012
r170c1230,1977,207.78925583325326
r170c1231,1977,3154.445063985884
r170c1232,1977,5045.492830498954
r170c1233,1977,18354.183146578936
r170c1234,1977,6356.109440807253
r170c1235,1977,9239.678162512866
r170c1236,1977,457.1036672202396
r170c1237,1977,33531.38918316283
r170c1238,1977,4933.067885653003
r171c1223,1977,21232.781884674197
r171c1224,1977,3059.0509574381276
r171c1225,1977,1028.817562913427
r171c1226,1977,497089.2249921764
r171c1227,1977,1734.8810153838979
r171c1228,1977,12119.326099146807
r171c1229,1977,1015.0640143127455
r171c1230,1977,1077.418798480643
r171c1231,1977,2324.903881393373
r171c1232,1977,32542.55032998642
r171c1233,1977,2105.990905765851
r171c1234,1977,673.8310389202088
r171c1235,1977,56284.679191904106
r171c1236,1977,5951.89532694497
r171c1237,1977,109840.49390921133
r171c1238,1977,21162.81068844287
r172c1221,1977,9243.988025326547
r172c1222,1977,9609.362422541988
r172c1223,1977,6380.88569800742
